First Name,Last Name,Gender,Date of Birth,Contact Type
Dr.Christian,Brown,Male,11/22/60,Faculty
Sergio,Terry,Male,08/11/2002,Student
Dr.Thomas,Ortiz,Male,3/15/59,Faculty
Ricky,Nelson,Male,07/11/2003,Student
Stephanie,Mathews,Female,10/06/2000,Student
David,Atkinson,Male,07/06/2002,Student
Laurie,Lambert,Female,02/05/2004,Student
Jason,Bond,Male,2/25/05,Student
Dr.Vanessa,Patton,Female,7/16/87,Faculty
Dr.Darius,Garrett,Male,06/03/1965,Faculty
Tommy,Vega,Male,06/10/2005,Student
Frederick,Gonzales,Male,01/12/2001,Student
Larry,Sheppard,Male,11/09/2003,Student
Heather,Hicks,Female,01/02/2003,Student
Dr.Natalie,Kelly,Female,9/17/60,Faculty
Madison,Walker,Female,06/05/2004,Student
Dr.Sherry,Hubbard,Female,5/24/85,Faculty
Colleen,Hill,Female,9/15/03,Student
Dr.Brian,Price,Male,08/02/1978,Faculty
Dr.Dustin,Johnson,Male,01/07/1966,Faculty
Anthony,Carrillo,Male,1/14/05,Student
Shawn,Love,Male,10/25/02,Student
Laurie,Mitchell,Female,5/15/05,Student
Diana,Gilmore,Female,04/12/2005,Student
Tracie,Colon,Female,05/11/2003,Student
Bradley,Bolton,Male,05/10/2004,Student
Stephanie,Nicholson,Female,10/28/01,Student
Robert,Marquez,Male,2/18/01,Student
Dr.Lauren,Johnson,Female,01/11/1975,Faculty
Dustin,Evans,Male,2/21/02,Student
Natalie,Miller,Female,1/19/04,Student
Aaron,Gallegos,Male,08/04/2001,Student
Richard,Esparza,Male,11/10/2003,Student
Harry,Walker,Male,10/21/00,Student
Justin,Horton,Male,08/10/2004,Student
Dr.Shelby,Richardson,Female,06/10/1963,Faculty
Ashley,Knox,Female,5/16/02,Student
Michael,Berger,Male,6/28/04,Student
Cynthia,Stephens,Female,8/20/01,Student
Margaret,French,Female,11/06/2001,Student
James,Walker,Male,04/06/2004,Student
Andrew,Chambers,Male,7/26/03,Student
Caroline,Holland,Female,12/24/02,Student
Dr.Michael,Jones,Male,12/08/1953,Faculty
Patrick,Mcdaniel,Male,04/08/2001,Student
Jasmine,Freeman,Female,5/23/04,Student
Katherine,Moore,Female,8/14/03,Student
Maria,Edwards,Female,8/27/02,Student
Craig,Lyons,Male,10/23/03,Student
Luis,Johnson,Male,8/31/01,Student
Tonya,Johnston,Female,02/11/2004,Student
John,Miller,Male,10/24/02,Student
Julia,Lee,Female,07/05/2005,Student
Connie,Colon,Female,12/04/2002,Student
Dr.Jonathan,Espinoza,Male,07/05/1958,Faculty
Elizabeth,Tanner,Female,1/30/04,Student
Cindy,Patterson,Female,02/10/2002,Student
Dr.Robert,Hall,Male,6/29/65,Faculty
Dr.Alexa,Fletcher,Female,09/05/1954,Faculty
Rachel,Kaufman,Female,9/20/03,Student
Dr.William,Golden,Male,08/08/1964,Faculty
Richard,Wood,Male,10/10/2003,Student
Daniel,Smith,Male,03/03/2001,Student
Dr.Michelle,Anderson,Female,05/02/1976,Faculty
Miguel,Williams,Male,1/21/01,Student
Troy,Johnson,Male,1/15/04,Student
Colin,Smith,Male,3/31/01,Student
Kevin,Craig,Male,12/14/00,Student
Jason,Padilla,Male,8/25/00,Student
Aaron,Robles,Male,03/07/2005,Student
Bethany,Huynh,Female,03/04/2001,Student
David,Velazquez,Male,07/05/2003,Student
Dr.Kimberly,Roberts,Female,1/27/71,Faculty
Jessica,Gaines,Female,07/01/2001,Student
Dr.Garrett,Berry,Male,11/28/77,Faculty
William,Thomas,Male,10/05/2002,Student
Karen,Hobbs,Female,10/11/2001,Student
Brian,Chavez,Male,8/24/03,Student
Dr.Brenda,Peterson,Female,6/16/78,Faculty
Julie,Sheppard,Female,4/28/01,Student
Dr.Kellie,Phillips,Female,9/24/66,Faculty
Caitlin,Rhodes,Female,07/09/2001,Student
Kimberly,Sullivan,Female,7/26/04,Student
Jason,Franco,Male,07/12/2001,Student
Dr.Jennifer,Barton,Female,11/11/1955,Faculty
Dr.Robert,Matthews,Male,10/13/69,Faculty
Dr.Christopher,Bartlett,Male,3/14/89,Faculty
Dr.Douglas,Ali,Male,5/17/82,Faculty
Dr.Emily,Wallace,Female,09/07/1955,Faculty
Miranda,Hawkins,Female,6/28/01,Student
Cynthia,Carter,Female,3/25/02,Student
Amanda,Lopez,Female,4/13/03,Student
Stephanie,Green,Female,11/30/00,Student
Emily,Miles,Female,2/18/02,Student
Lisa,Thompson,Female,1/25/01,Student
Cathy,Perry,Female,07/05/2004,Student
Jennifer,Nunez,Female,10/08/2002,Student
Michael,Kane,Male,4/22/01,Student
Andrea,Cruz,Female,6/19/05,Student
Rodney,Ferguson,Male,06/02/2002,Student
William,Moore,Male,3/18/03,Student
Kelly,Fisher,Female,11/13/01,Student
David,Macias,Male,07/05/2001,Student
Amy,Downs,Female,4/29/02,Student
Taylor,Hicks,Male,12/09/2003,Student
Jennifer,Scott,Female,11/26/01,Student
Charles,Hunt,Male,01/04/2003,Student
Donald,Clark,Male,07/06/2005,Student
Dr.Mary,Fields,Female,12/07/1953,Faculty
Erica,Dennis,Female,11/14/04,Student
Bethany,Spencer,Female,1/29/05,Student
Dr.Raymond,Carpenter,Male,02/01/1972,Faculty
Sara,Davis,Female,8/15/02,Student
William,Shelton,Male,7/22/04,Student
Kelly,Cox,Male,3/21/04,Student
Mathew,Atkins,Male,10/21/01,Student
Donald,Rodriguez,Male,10/24/02,Student
Mason,Morris,Male,2/25/02,Student
Richard,Perez,Male,10/05/2000,Student
Dr.Amy,Turner,Female,6/24/56,Faculty
Catherine,Hill,Female,8/29/04,Student
Jeremy,Hudson,Male,5/15/01,Student
Dr.Derrick,Cox,Male,03/09/1969,Faculty
Kimberly,Villanueva,Female,10/21/04,Student
Yvonne,Luna,Female,10/25/00,Student
Jared,Cummings,Male,03/11/2002,Student
Stephanie,Baxter,Female,3/23/01,Student
Laura,Richardson,Female,4/28/05,Student
Christopher,Thompson,Male,7/27/04,Student
Dr.Brittany,Blankenship,Female,05/04/1978,Faculty
Dr.Louis,Neal,Male,10/31/56,Faculty
Dr.Sandra,Sellers,Female,1/26/84,Faculty
Joshua,Young,Male,10/05/2004,Student
Lauren,Ortiz,Female,2/15/03,Student
Andrea,Randolph,Female,4/30/05,Student
Katie,Richardson,Female,10/29/04,Student
Jennifer,Mcdaniel,Female,11/02/2001,Student
Kevin,Wright,Male,03/01/2005,Student
Jeffrey,Brown,Male,8/20/01,Student
Dr.Donald,Harmon,Male,10/30/68,Faculty
Tyrone,Bennett,Male,3/15/04,Student
Crystal,Hall,Female,12/01/2004,Student
Catherine,Hayes,Female,6/17/04,Student
Dr.Wendy,Campbell,Female,6/24/89,Faculty
Dr.Matthew,Newman,Male,9/28/60,Faculty
Mark,Franco,Male,11/20/00,Student
Dr.Beth,Rodriguez,Female,2/15/65,Faculty
Judith,Kelly,Female,3/31/03,Student
Perry,Peters,Male,12/21/00,Student
Marie,Mills,Female,11/27/02,Student
Debbie,Jones,Female,6/16/02,Student
Joshua,Jones,Male,08/12/2003,Student
Dr.Patricia,Jones,Female,11/05/1970,Faculty
Andrew,Hall,Male,2/25/04,Student
David,Ramsey,Male,3/23/04,Student
Suzanne,Wright,Female,9/26/01,Student
Wendy,Washington,Female,08/02/2001,Student
Nicole,Ward,Female,5/25/03,Student
David,Ramos,Male,11/16/01,Student
Crystal,Frank,Female,5/26/05,Student
Kenneth,Burch,Male,12/29/02,Student
Richard,Williams,Male,09/09/2002,Student
Sherry,Newton,Female,12/15/04,Student
Sandra,White,Female,6/13/02,Student
Jacqueline,Hammond,Female,03/02/2002,Student
Scott,Cuevas,Male,04/05/2002,Student
Dr.Jeffrey,Pennington,Male,1/23/79,Faculty
Michael,Stanley,Male,3/23/03,Student
Jonathan,Clark,Male,2/24/02,Student
Ryan,Villanueva,Male,9/17/00,Student
Robert,Pace,Male,02/04/2001,Student
Tanner,Baker,Male,10/29/04,Student
Dr.Gregory,Nguyen,Male,2/15/64,Faculty
Jeffrey,Maldonado,Male,10/12/2000,Student
Daniel,Williams,Male,7/26/03,Student
Dr.Robyn,Weber,Female,7/19/69,Faculty
Dr.Ryan,Baker,Male,10/19/55,Faculty
Dr.Cynthia,Collins,Female,7/20/78,Faculty
Sandra,Morse,Female,9/14/01,Student
Eric,Rodriguez,Male,06/08/2001,Student
Terry,Perez,Male,04/08/2003,Student
Eric,Burns,Male,05/02/2002,Student
Steven,Glover,Male,3/30/05,Student
Anthony,Ware,Male,10/24/04,Student
Stephanie,Moss,Female,4/25/05,Student
Sheena,Wilson,Female,8/25/01,Student
Leah,Bond,Female,10/06/2003,Student
Dr.Tony,Hutchinson,Male,10/21/69,Faculty
Nathaniel,Patton,Male,10/07/2000,Student
Michael,Frye,Male,09/09/2000,Student
Dr.Adam,Pham,Male,2/28/69,Faculty
Johnny,Adams,Male,07/03/2005,Student
Adam,Fox,Male,5/24/05,Student
Christine,Gutierrez,Female,08/10/2001,Student
Cassandra,Thomas,Female,9/26/03,Student
Patricia,Steele,Female,03/06/2001,Student
Robert,Braun,Male,05/08/2005,Student
Samuel,Figueroa,Male,04/03/2004,Student
Dr.Kathleen,Mendoza,Female,10/16/82,Faculty
Michael,Fernandez,Male,04/03/2005,Student
John,Warren,Male,4/26/02,Student
Tina,Bowman,Female,11/05/2000,Student
Jennifer,Lucas,Female,5/28/03,Student
Brian,Edwards,Male,3/20/03,Student
Dr.Holly,Gibbs,Female,1/16/68,Faculty
Annette,Mcdonald,Female,10/01/2000,Student
Thomas,Yates,Male,3/15/03,Student
Dawn,Gibbs,Female,1/16/04,Student
Dr.Stephanie,Smith,Female,08/08/1954,Faculty
Dr.Jordan,Mathis,Male,9/30/64,Faculty
Dr.John,Williams,Male,01/01/1989,Faculty
Jake,Blair,Male,04/10/2003,Student
Cindy,Anderson,Female,01/12/2002,Student
Brandy,Miller,Female,10/09/2003,Student
Keith,Gomez,Male,12/20/04,Student
Dr.Tiffany,Estrada,Female,02/07/1971,Faculty
Bryan,Buchanan,Male,06/05/2004,Student
Diana,Ramirez,Female,7/21/01,Student
Maurice,Strickland,Male,10/14/02,Student
Dr.Stacy,Harris,Female,10/17/62,Faculty
Dr.Jordan,Horton,Female,9/30/57,Faculty
Jason,Chang,Male,6/20/04,Student
Chelsea,Caldwell,Female,3/25/05,Student
Julie,Williams,Female,11/18/03,Student
Catherine,French,Female,9/14/02,Student
Austin,Ballard,Male,08/12/2000,Student
Jeremy,Parrish,Male,05/10/2005,Student
Tyler,Perry,Male,01/01/2002,Student
Danielle,Ellison,Female,6/21/03,Student
Kim,Brown,Female,02/06/2003,Student
Dr.William,Solis,Male,10/12/1985,Faculty
Stanley,Anderson,Male,4/22/02,Student
David,Anderson,Male,9/13/00,Student
Dr.Matthew,Mcintyre,Male,11/27/78,Faculty
Amy,Mcdonald,Female,12/19/04,Student
Vanessa,Bush,Female,1/19/05,Student
Heather,Brewer,Female,05/12/2003,Student
Elizabeth,Gilbert,Female,1/16/04,Student
Brandon,Harris,Male,4/19/05,Student
Dana,Noble,Female,5/20/03,Student
Colton,Patterson,Male,9/24/00,Student
Debra,Moore,Female,06/08/2003,Student
Dr.Randy,Hale,Male,11/30/53,Faculty
Andrew,Smith,Male,5/25/04,Student
Daniel,Cunningham,Male,2/19/05,Student
Thomas,Brown,Male,03/07/2003,Student
Dr.Mary,Duffy,Female,07/12/1987,Faculty
Dr.Shawn,Greene,Male,2/22/77,Faculty
Richard,Schaefer,Male,12/22/04,Student
Rachel,Perry,Female,03/07/2003,Student
Kurt,Simmons,Male,07/06/2003,Student
Bradley,Nguyen,Male,05/05/2003,Student
Kendra,Hobbs,Female,04/02/2005,Student
Alyssa,Harris,Female,11/26/01,Student
Sara,Logan,Female,07/11/2004,Student
Jason,Archer,Male,2/16/01,Student
Kimberly,Craig,Female,9/27/00,Student
Robert,Wolfe,Male,09/01/2002,Student
Dr.Diana,Savage,Female,3/17/60,Faculty
Alvin,Shepherd,Male,03/04/2004,Student
Dr.Robert,Fry,Male,12/15/83,Faculty
Shawn,Gonzalez,Male,8/16/03,Student
Patricia,Williamson,Female,4/18/02,Student
Dr.Matthew,Huerta,Male,2/22/89,Faculty
Katie,Martin,Female,2/15/04,Student
Melissa,Mann,Female,11/22/01,Student
Michael,Cervantes,Male,12/04/2003,Student
Kelly,Chavez,Female,9/26/03,Student
Megan,Jordan,Female,12/24/03,Student
Nicholas,Sanders,Male,11/06/2001,Student
Sean,Lucas,Male,9/25/01,Student
April,Ferguson,Female,11/23/04,Student
Melanie,Young,Female,1/22/04,Student
Olivia,Rangel,Female,3/13/03,Student
Amy,Thomas,Female,12/16/04,Student
Dr.Diana,Hunter,Female,2/20/65,Faculty
Dr.Hannah,Gillespie,Female,4/30/54,Faculty
Brittany,Patterson,Female,08/05/2003,Student
Janet,Neal,Female,11/23/00,Student
Anthony,Miller,Male,11/14/01,Student
Dr.Timothy,Baxter,Male,5/23/78,Faculty
Jessica,Powers,Female,4/13/02,Student
Daniel,Holloway,Male,10/03/2004,Student
David,Becker,Male,7/16/03,Student
Katherine,Knight,Female,10/03/2003,Student
Donna,Williams,Female,05/04/2002,Student
Kristen,Medina,Female,11/30/04,Student
